,Species,Total,port,Year
3651,Waters Area Total:,"87,156,595",Monterey,2008
3652,Opah,703,Monterey,2008
3653,"Shark, shortfin mako",162,Monterey,2008
3654,"Shark, thresher","1,155",Monterey,2008
3655,Swordfish,"11,906",Monterey,2008
3656,Waters Area Total:,"13,926",Monterey,2008
3657,"Tuna, albacore","8,495",Monterey,2008
3658,Waters Area Total:,"8,495",Monterey,2008
3659,Grand Total:,"87,179,016",Monterey,2008
3660,"Anchovy, northern","16,985,051",Monterey,2007
3661,"Barracuda, California",77,Monterey,2007
3662,Butterfish (Pacific pompano),396,Monterey,2007
3663,Cabezon,"4,829",Monterey,2007
3664,"Croaker, white","5,480",Monterey,2007
3665,Dolphin (fish),39,Monterey,2007
3666,"Eel, monkeyface (prickleback)",3,Monterey,2007
3667,"Flounder, starry",399,Monterey,2007
3668,"Flounder, unspecified",5,Monterey,2007
3669,"Greenling, kelp",371,Monterey,2007
3670,"Greenling, rock",1,Monterey,2007
3671,Grenadier,"127,512",Monterey,2007
3672,Hagfishes,"260,272",Monterey,2007
3673,"Halibut, California","8,032",Monterey,2007
3674,"Herring, Pacific","741,483",Monterey,2007
3675,Jacksmelt,"15,899",Monterey,2007
3676,Lingcod,"11,909",Monterey,2007
3677,"Mackerel, Pacific","271,197",Monterey,2007
3678,"Mackerel, jack","367,634",Monterey,2007
3679,"Mackerel, unspecified",856,Monterey,2007
3680,"Midshipman, plainfin",90,Monterey,2007
3681,Opah,"2,063",Monterey,2007
3682,"Ray, unspecified",305,Monterey,2007
3683,"Rockfish, China",41,Monterey,2007
3684,"Rockfish, bank","9,859",Monterey,2007
3685,"Rockfish, black-and-yellow","5,294",Monterey,2007
3686,"Rockfish, black",280,Monterey,2007
3687,"Rockfish, blackgill","9,888",Monterey,2007
3688,"Rockfish, blue","4,499",Monterey,2007
3689,"Rockfish, bocaccio","3,073",Monterey,2007
3690,"Rockfish, brown","1,034",Monterey,2007
3691,"Rockfish, canary",203,Monterey,2007
3692,"Rockfish, chilipepper","28,930",Monterey,2007
3693,"Rockfish, copper",96,Monterey,2007
3694,"Rockfish, darkblotched",264,Monterey,2007
3695,"Rockfish, gopher","5,359",Monterey,2007
3696,"Rockfish, grass","3,969",Monterey,2007
3697,"Rockfish, greenspotted",177,Monterey,2007
3698,"Rockfish, group bolina",74,Monterey,2007
3699,"Rockfish, group deep nearshore",133,Monterey,2007
3700,"Rockfish, group gopher",75,Monterey,2007
3701,"Rockfish, group red","2,341",Monterey,2007
3702,"Rockfish, group rosefish","29,246",Monterey,2007
3703,"Rockfish, group shelf",56,Monterey,2007
3704,"Rockfish, group slope","4,880",Monterey,2007
3705,"Rockfish, kelp",499,Monterey,2007
3706,"Rockfish, olive","1,106",Monterey,2007
3707,"Rockfish, rosy",108,Monterey,2007
3708,"Rockfish, speckled",5,Monterey,2007
3709,"Rockfish, splitnose","6,400",Monterey,2007
3710,"Rockfish, starry",59,Monterey,2007
3711,"Rockfish, treefish",40,Monterey,2007
3712,"Rockfish, unspecified",11,Monterey,2007
3713,"Rockfish, vermilion","2,968",Monterey,2007
3714,"Rockfish, widow","8,100",Monterey,2007
3715,"Rockfish, yelloweye",400,Monterey,2007
3716,"Rockfish, yellowtail","1,945",Monterey,2007
3717,Sablefish,"384,833",Monterey,2007
3718,"Salmon, Chinook","147,434",Monterey,2007
3719,Salmon,"2,346",Monterey,2007
3720,"Sanddab, Pacific","6,900",Monterey,2007
3721,Sanddab,"3,248",Monterey,2007
3722,"Sardine, Pacific","76,623,389",Monterey,2007
3723,"Seabass, white","2,889",Monterey,2007
3724,"Shark, Pacific angel",20,Monterey,2007
3725,"Shark, blue",57,Monterey,2007
3726,"Shark, leopard",21,Monterey,2007
3727,"Shark, pelagic thresher",279,Monterey,2007
3728,"Shark, shortfin mako","1,722",Monterey,2007
3729,"Shark, smooth hammerhead",158,Monterey,2007
3730,"Shark, soupfin",72,Monterey,2007
3731,"Shark, spiny dogfish","24,051",Monterey,2007
3732,"Shark, thresher","4,624",Monterey,2007
3733,"Shark, unspecified",135,Monterey,2007
3734,"Sheephead, California",22,Monterey,2007
3735,"Skate, unspecified","2,041",Monterey,2007
3736,"Smelt, surf",51,Monterey,2007
3737,"Sole, Dover","51,359",Monterey,2007
3738,"Sole, English","6,885",Monterey,2007
3739,"Sole, petrale","119,779",Monterey,2007
3740,"Sole, rex",724,Monterey,2007
3741,"Sole, sand",406,Monterey,2007
3742,"Surfperch, barred",27,Monterey,2007
3743,"Surfperch, unspecified",1,Monterey,2007
3744,Swordfish,"69,711",Monterey,2007
3745,"Thornyhead, longspine","80,536",Monterey,2007
3746,"Thornyhead, shortspine","51,102",Monterey,2007
3747,Thornyheads,"1,004",Monterey,2007
3748,"Tuna, albacore","236,767",Monterey,2007
3749,"Tuna, bluefin","2,125",Monterey,2007
3750,"Tuna, skipjack",200,Monterey,2007
3751,"Tuna, yellowfin",49,Monterey,2007
3752,"Turbot, curlfin",6,Monterey,2007
3753,"Crab, Dungeness","139,252",Monterey,2007
3754,"Crustacean, unspecified",7,Monterey,2007
3755,"Prawn, spot","39,485",Monterey,2007
3756,"Limpet, unspecified",13,Monterey,2007
3757,"Octopus, unspecified",129,Monterey,2007
3758,"Squid, market","71,222",Monterey,2007
3759,Waters Area Total:,"97,010,393",Monterey,2007
3760,Grand Total:,"97,010,393",Monterey,2007
3761,"Anchovy, northern","16,831,064",Monterey,2006
3762,"Bonito, Pacific","2,891",Monterey,2006
3763,Butterfish (Pacific pompano),"4,442",Monterey,2006
3764,Cabezon,"5,744",Monterey,2006
3765,"Croaker, unspecifed",80,Monterey,2006
3766,"Croaker, white","10,725",Monterey,2006
3767,"Flounder, starry","9,648",Monterey,2006
3768,"Flounder, unspecified","4,489",Monterey,2006
3769,"Greenling, kelp",404,Monterey,2006
3770,Grenadier,"91,268",Monterey,2006
3771,"Halibut, California","70,742",Monterey,2006
3772,"Herring, Pacific","81,238",Monterey,2006
3773,Jacksmelt,"3,911",Monterey,2006
3774,Lingcod,"12,848",Monterey,2006
3775,"Mackerel, Pacific","68,593",Monterey,2006
3776,"Mackerel, jack","310,177",Monterey,2006
3777,Opah,"2,867",Monterey,2006
3778,"Rockfish, China",101,Monterey,2006
3779,"Rockfish, aurora",168,Monterey,2006
3780,"Rockfish, bank","43,409",Monterey,2006
3781,"Rockfish, black-and-yellow","3,800",Monterey,2006
3782,"Rockfish, black",279,Monterey,2006
3783,"Rockfish, blackgill","33,403",Monterey,2006
3784,"Rockfish, blue","6,151",Monterey,2006
3785,"Rockfish, bocaccio","3,839",Monterey,2006
3786,"Rockfish, brown","1,482",Monterey,2006
3787,"Rockfish, canary",69,Monterey,2006
3788,"Rockfish, chilipepper","21,479",Monterey,2006
3789,"Rockfish, copper",35,Monterey,2006
3790,"Rockfish, darkblotched",713,Monterey,2006
3791,"Rockfish, gopher","3,406",Monterey,2006
3792,"Rockfish, grass","4,113",Monterey,2006
3793,"Rockfish, greenblotched",80,Monterey,2006
3794,"Rockfish, greenspotted",97,Monterey,2006
3795,"Rockfish, group bolina",89,Monterey,2006
3796,"Rockfish, group gopher",957,Monterey,2006
3797,"Rockfish, group red","5,074",Monterey,2006
3798,"Rockfish, group rosefish","192,020",Monterey,2006
3799,"Rockfish, group slope","27,045",Monterey,2006
3800,"Rockfish, group small",4,Monterey,2006
3801,"Rockfish, kelp",741,Monterey,2006
3802,"Rockfish, olive","1,257",Monterey,2006
3803,"Rockfish, speckled",4,Monterey,2006
3804,"Rockfish, splitnose",73,Monterey,2006
3805,"Rockfish, starry",61,Monterey,2006
3806,"Rockfish, treefish",27,Monterey,2006
3807,"Rockfish, unspecified","3,666",Monterey,2006
3808,"Rockfish, vermilion","4,105",Monterey,2006
3809,"Rockfish, widow","7,834",Monterey,2006
3810,"Rockfish, yellowtail","1,947",Monterey,2006
3811,Sablefish,"545,553",Monterey,2006
3812,"Salmon, Chinook","73,967",Monterey,2006
3813,Sanddab,"8,349",Monterey,2006
3814,"Sardine, Pacific","39,045,718",Monterey,2006
3815,"Seabass, white","2,292",Monterey,2006
3816,"Shark, brown smoothhound",201,Monterey,2006
3817,"Shark, leopard",313,Monterey,2006
3818,"Shark, pelagic thresher",58,Monterey,2006
3819,"Shark, shortfin mako","1,730",Monterey,2006
3820,"Shark, soupfin",429,Monterey,2006
3821,"Shark, spiny dogfish","16,605",Monterey,2006
3822,"Shark, thresher",870,Monterey,2006
3823,"Shark, unspecified",328,Monterey,2006
3824,"Sheephead, California",15,Monterey,2006
3825,"Skate, unspecified","16,621",Monterey,2006
3826,"Smelt, night",53,Monterey,2006
3827,"Smelt, surf",2,Monterey,2006
3828,"Sole, Dover","428,810",Monterey,2006
3829,"Sole, English","17,017",Monterey,2006
3830,"Sole, petrale","188,415",Monterey,2006
3831,"Sole, rex","23,688",Monterey,2006
3832,"Sole, rock",4,Monterey,2006
3833,"Sole, sand",991,Monterey,2006
3834,"Sole, unspecified",141,Monterey,2006
3835,"Surfperch, barred",20,Monterey,2006
3836,"Surfperch, redtail",42,Monterey,2006
3837,"Surfperch, unspecified",3,Monterey,2006
3838,"Surfperch, walleye",45,Monterey,2006
3839,Swordfish,"37,044",Monterey,2006
3840,"Thornyhead, longspine","161,074",Monterey,2006
3841,"Thornyhead, shortspine","90,081",Monterey,2006
3842,Thornyheads,300,Monterey,2006
3843,"Tuna, albacore","43,322",Monterey,2006
3844,"Tuna, bluefin",168,Monterey,2006
3845,Turbot,150,Monterey,2006
3846,"Whiting, Pacific","3,346",Monterey,2006
3847,"Crab, Dungeness","165,650",Monterey,2006
3848,"Crab, rock unspecified",227,Monterey,2006
3849,"Crab, tanner",5,Monterey,2006
3850,"Prawn, spot","61,833",Monterey,2006
3851,"Shrimp, bay",25,Monterey,2006
3852,"Octopus, unspecified",96,Monterey,2006
3853,"Squid, market","1,122,817",Monterey,2006
3854,"Lancelets, amphioxus",11,Monterey,2006
3855,Waters Area Total:,"59,937,088",Monterey,2006
3856,"Flounder, starry",44,Monterey,2006
3857,"Halibut, California",126,Monterey,2006
3858,Sanddab,61,Monterey,2006
3859,"Skate, unspecified",74,Monterey,2006
3860,"Sole, petrale",20,Monterey,2006
3861,"Tuna, albacore","8,458",Monterey,2006
3862,Waters Area Total:,"8,783",Monterey,2006
3863,"Anchovy, northern","13,651,387",Monterey,2005
3864,Butterfish (Pacific pompano),"5,186",Monterey,2005
3865,Cabezon,"5,644",Monterey,2005
3866,"Croaker, unspecifed",344,Monterey,2005
3867,"Croaker, white","13,334",Monterey,2005
3868,"Fish, unspecified",25,Monterey,2005
3869,"Flounder, starry","15,517",Monterey,2005
3870,"Flounder, unspecified",865,Monterey,2005
3871,"Greenling, kelp",388,Monterey,2005
3872,Grenadier,"187,020",Monterey,2005
3873,"Halibut, California","67,992",Monterey,2005
3874,"Herring, Pacific","482,138",Monterey,2005
3875,Jacksmelt,"3,348",Monterey,2005
3876,Lingcod,"16,319",Monterey,2005
3877,Louvar,46,Monterey,2005
3878,"Mackerel, Pacific",966,Monterey,2005
3879,"Mackerel, jack","1,200",Monterey,2005
3880,Opah,"2,381",Monterey,2005
3881,"Rockfish, China",36,Monterey,2005
3882,"Rockfish, Pacific ocean perch",6,Monterey,2005
3883,"Rockfish, bank","19,402",Monterey,2005
3884,"Rockfish, black-and-yellow","3,830",Monterey,2005
3885,"Rockfish, black",630,Monterey,2005
3886,"Rockfish, blackgill","24,210",Monterey,2005
3887,"Rockfish, blue","5,205",Monterey,2005
3888,"Rockfish, bocaccio","1,996",Monterey,2005
3889,"Rockfish, brown","1,406",Monterey,2005
3890,"Rockfish, canary",152,Monterey,2005
3891,"Rockfish, chilipepper","26,102",Monterey,2005
3892,"Rockfish, copper",196,Monterey,2005
3893,"Rockfish, darkblotched",64,Monterey,2005
3894,"Rockfish, gopher","3,376",Monterey,2005
3895,"Rockfish, grass","3,154",Monterey,2005
3896,"Rockfish, greenspotted",28,Monterey,2005
3897,"Rockfish, greenstriped",63,Monterey,2005
3898,"Rockfish, group black/blue",11,Monterey,2005
3899,"Rockfish, group bolina",299,Monterey,2005
3900,"Rockfish, group gopher",763,Monterey,2005
3901,"Rockfish, group nearshore",17,Monterey,2005
3902,"Rockfish, group red",718,Monterey,2005
3903,"Rockfish, group rosefish","102,009",Monterey,2005
3904,"Rockfish, group slope","17,457",Monterey,2005
3905,"Rockfish, group small",267,Monterey,2005
3906,"Rockfish, kelp",826,Monterey,2005
3907,"Rockfish, olive","1,201",Monterey,2005
3908,"Rockfish, rosy",28,Monterey,2005
3909,"Rockfish, splitnose",12,Monterey,2005
3910,"Rockfish, starry",18,Monterey,2005
3911,"Rockfish, treefish",36,Monterey,2005
3912,"Rockfish, unspecified",326,Monterey,2005
3913,"Rockfish, vermilion","4,178",Monterey,2005
3914,"Rockfish, widow",632,Monterey,2005
3915,"Rockfish, yellowtail","1,131",Monterey,2005
3916,Sablefish,"581,208",Monterey,2005
3917,"Salmon, Chinook","927,047",Monterey,2005
3918,"Sanddab, speckled",3,Monterey,2005
3919,Sanddab,"132,965",Monterey,2005
3920,"Sardine, Pacific","17,899,896",Monterey,2005
3921,"Seabass, white",71,Monterey,2005
3922,"Shark, Pacific angel",96,Monterey,2005
3923,"Shark, brown smoothhound","1,173",Monterey,2005
3924,"Shark, leopard",163,Monterey,2005
3925,"Shark, pelagic thresher",20,Monterey,2005
3926,"Shark, shortfin mako",830,Monterey,2005
3927,"Shark, soupfin",423,Monterey,2005
3928,"Shark, spiny dogfish",295,Monterey,2005
3929,"Shark, thresher","7,381",Monterey,2005
3930,"Shark, unspecified","1,840",Monterey,2005
3931,"Sheephead, California",60,Monterey,2005
3932,"Skate, unspecified","24,504",Monterey,2005
3933,"Sole, Dover","386,809",Monterey,2005
3934,"Sole, English","33,409",Monterey,2005
3935,"Sole, butter",64,Monterey,2005
3936,"Sole, petrale","251,358",Monterey,2005
3937,"Sole, rex","45,046",Monterey,2005
3938,"Sole, rock",942,Monterey,2005
3939,"Sole, sand","3,140",Monterey,2005
3940,"Sole, unspecified","1,815",Monterey,2005
3941,"Surfperch, barred",12,Monterey,2005
3942,"Surfperch, rainbow",48,Monterey,2005
3943,"Surfperch, redtail",1,Monterey,2005
3944,"Surfperch, unspecified",13,Monterey,2005
3945,"Surfperch, walleye",30,Monterey,2005
3946,Swordfish,"46,260",Monterey,2005
3947,"Thornyhead, longspine","112,953",Monterey,2005
3948,"Thornyhead, shortspine","70,687",Monterey,2005
3949,Thornyheads,681,Monterey,2005
3950,"Tuna, albacore","146,349",Monterey,2005
3951,"Tuna, bluefin","3,339",Monterey,2005
3952,"Tuna, yellowfin",869,Monterey,2005
3953,Turbot,298,Monterey,2005
3954,"Whiting, Pacific","88,454",Monterey,2005
3955,"Crab, Dungeness","302,656",Monterey,2005
3956,"Crab, rock unspecified","5,371",Monterey,2005
3957,"Prawn, spot","44,975",Monterey,2005
3958,"Shrimp, bay",81,Monterey,2005
3959,"Octopus, unspecified",82,Monterey,2005
3960,"Squid, market","4,224,691",Monterey,2005
3961,"Whelk, Kellet's",155,Monterey,2005
3962,Waters Area Total:,"40,022,446",Monterey,2005
3963,"Tuna, albacore",519,Monterey,2005
3964,Waters Area Total:,519,Monterey,2005
3965,Grand Total:,"40,022,965",Monterey,2005
3966,"Anchovy, northern","8,577,584",Monterey,2004
3967,"Barracuda, California",85,Monterey,2004
3968,"Bonito, Pacific",7,Monterey,2004
3969,Butterfish (Pacific pompano),"12,199",Monterey,2004
3970,Cabezon,"13,194",Monterey,2004
3971,"Croaker, unspecifed",484,Monterey,2004
3972,"Croaker, white","27,364",Monterey,2004
3973,"Eel, monkeyface (prickleback)",4,Monterey,2004
3974,"Eel, wolf (wolf-eel)",39,Monterey,2004
3975,Eel,2,Monterey,2004
3976,"Flounder, starry","20,699",Monterey,2004
3977,"Flounder, unspecified","2,398",Monterey,2004
3978,"Greenling, kelp",821,Monterey,2004
3979,Grenadier,"198,568",Monterey,2004
3980,"Halibut, California","100,618",Monterey,2004
3981,"Herring, Pacific - roe",80,Monterey,2004
3982,"Herring, Pacific","55,772",Monterey,2004
3983,Jacksmelt,"23,533",Monterey,2004
3984,Lingcod,"26,245",Monterey,2004
3985,Louvar,97,Monterey,2004
3986,"Mackerel, Pacific","1,079,949",Monterey,2004
3987,"Mackerel, jack",20,Monterey,2004
3988,Opah,203,Monterey,2004
3989,"Rockfish, China",68,Monterey,2004
3990,"Rockfish, aurora",100,Monterey,2004
3991,"Rockfish, bank","18,313",Monterey,2004
3992,"Rockfish, black-and-yellow","4,808",Monterey,2004
3993,"Rockfish, black","1,620",Monterey,2004
3994,"Rockfish, blackgill","29,078",Monterey,2004
3995,"Rockfish, blue","4,575",Monterey,2004
3996,"Rockfish, bocaccio","6,959",Monterey,2004
3997,"Rockfish, brown","1,989",Monterey,2004
3998,"Rockfish, canary",325,Monterey,2004
3999,"Rockfish, chilipepper","14,514",Monterey,2004
4000,"Rockfish, copper",678,Monterey,2004
4001,"Rockfish, cowcod",65,Monterey,2004
4002,"Rockfish, darkblotched","1,131",Monterey,2004
4003,"Rockfish, flag",43,Monterey,2004
4004,"Rockfish, gopher","4,061",Monterey,2004
4005,"Rockfish, grass","3,450",Monterey,2004
4006,"Rockfish, greenblotched",7,Monterey,2004
4007,"Rockfish, greenspotted",469,Monterey,2004
4008,"Rockfish, greenstriped",114,Monterey,2004
4009,"Rockfish, group bolina",295,Monterey,2004
4010,"Rockfish, group deep nearshore",302,Monterey,2004
4011,"Rockfish, group deepwater reds",329,Monterey,2004
4012,"Rockfish, group gopher","1,398",Monterey,2004
4013,"Rockfish, group nearshore",3,Monterey,2004
4014,"Rockfish, group red",860,Monterey,2004
4015,"Rockfish, group rosefish","126,422",Monterey,2004
4016,"Rockfish, group shelf",40,Monterey,2004
4017,"Rockfish, group slope","16,552",Monterey,2004
4018,"Rockfish, group small",254,Monterey,2004
4019,"Rockfish, kelp","1,412",Monterey,2004
4020,"Rockfish, olive","1,488",Monterey,2004
4021,"Rockfish, pink",12,Monterey,2004
4022,"Rockfish, redbanded",73,Monterey,2004
4023,"Rockfish, rosy",267,Monterey,2004
4024,"Rockfish, shortbelly",77,Monterey,2004
4025,"Rockfish, speckled",20,Monterey,2004
4026,"Rockfish, splitnose",834,Monterey,2004
4027,"Rockfish, starry",95,Monterey,2004
4028,"Rockfish, stripetail",247,Monterey,2004
4029,"Rockfish, treefish",66,Monterey,2004
4030,"Rockfish, unspecified",273,Monterey,2004
4031,"Rockfish, vermilion","3,765",Monterey,2004
4032,"Rockfish, widow",266,Monterey,2004
4033,"Rockfish, yelloweye",43,Monterey,2004
4034,"Rockfish, yellowtail",216,Monterey,2004
4035,Sablefish,"508,517",Monterey,2004
4036,"Salmon, Chinook","760,514",Monterey,2004
4037,Salmon,20,Monterey,2004
4038,Sanddab,"159,143",Monterey,2004
4039,"Sardine, Pacific","34,047,402",Monterey,2004
4040,"Seabass, white",180,Monterey,2004
4041,"Shark, Pacific angel",20,Monterey,2004
4042,"Shark, leopard",435,Monterey,2004
4043,"Shark, pelagic thresher",120,Monterey,2004
4044,"Shark, shortfin mako","1,952",Monterey,2004
4045,"Shark, soupfin",392,Monterey,2004
4046,"Shark, spiny dogfish","42,172",Monterey,2004
4047,"Shark, thresher",487,Monterey,2004
4048,"Shark, unspecified",564,Monterey,2004
4049,"Sheephead, California",118,Monterey,2004
4050,Silversides,256,Monterey,2004
4051,"Skate, unspecified","13,461",Monterey,2004
4052,"Smelt, night","1,680",Monterey,2004
4053,"Smelt, surf",325,Monterey,2004
4054,"Smelts, true",229,Monterey,2004
4055,"Sole, Dover","579,811",Monterey,2004
4056,"Sole, English","52,791",Monterey,2004
4057,"Sole, petrale","119,309",Monterey,2004
4058,"Sole, rex","25,257",Monterey,2004
4059,"Sole, rock",206,Monterey,2004
4060,"Sole, sand","9,298",Monterey,2004
4061,"Sole, unspecified",71,Monterey,2004
4062,"Surfperch, barred",195,Monterey,2004
4063,"Surfperch, redtail",6,Monterey,2004
4064,"Surfperch, unspecified",36,Monterey,2004
4065,"Surfperch, walleye",19,Monterey,2004
4066,Swordfish,"7,705",Monterey,2004
4067,"Thornyhead, longspine","122,191",Monterey,2004
4068,"Thornyhead, shortspine","75,511",Monterey,2004
4069,Thornyheads,"1,581",Monterey,2004
4070,"Tuna, albacore","394,923",Monterey,2004
4071,"Tuna, bluefin","4,414",Monterey,2004
4072,"Tuna, skipjack",46,Monterey,2004
4073,Turbot,"1,955",Monterey,2004
4074,"Anchovy, northern","1,555,834",Monterey,2003
4075,"Barracuda, California",7,Monterey,2003
4076,Butterfish (Pacific pompano),"17,545",Monterey,2003
4077,Cabezon,"5,827",Monterey,2003
4078,"Cod, Pacific",2,Monterey,2003
4079,"Croaker, white","8,052",Monterey,2003
4080,"Flounder, arrowtooth","7,663",Monterey,2003
4081,"Flounder, starry","9,770",Monterey,2003
4082,"Flounder, unspecified",470,Monterey,2003
4083,"Greenling, kelp",716,Monterey,2003
4084,Grenadier,"225,411",Monterey,2003
4085,"Halibut, California","52,313",Monterey,2003
4086,"Herring, Pacific","75,292",Monterey,2003
4087,Jacksmelt,"8,251",Monterey,2003
4088,Lingcod,"16,792",Monterey,2003
4089,Louvar,206,Monterey,2003
4090,"Mackerel, Pacific","2,224",Monterey,2003
4091,"Mackerel, jack","43,546",Monterey,2003
4092,Opah,580,Monterey,2003
4093,"Rockfish, China",93,Monterey,2003
4094,"Rockfish, aurora",184,Monterey,2003
4095,"Rockfish, bank","14,308",Monterey,2003
4096,"Rockfish, black-and-yellow","2,369",Monterey,2003
4097,"Rockfish, black",693,Monterey,2003
4098,"Rockfish, blackgill","95,744",Monterey,2003
4099,"Rockfish, blue","3,251",Monterey,2003
4100,"Rockfish, bocaccio",247,Monterey,2003
